rank_overall,rank_within_layer,layer,measurement,measurement_label,site,archetype,literature_status,peak_timepoint,days_from_launch,peak_abs_z,peak_z_ci_lower_abs,peak_z_ci_high,z_score_robust,methods_concordance,is_baseline_fragile,fragility_reason,concordance_class,signal_score,clinical_flagged_count,deviation_flag,deviation_direction,fold_change,recovery_classification,return_to_baseline_day,recovery_velocity
104,45,microbial,K17758,ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136],ORC,,novel,R+1,1,38.24827888112295,32.9296440176973,-32.9296440176973,-30.915105434461424,both-elevated,False,,ambiguous,26.34371521415784,0,extreme,down,0.0,incomplete,,0.0
105,46,microbial,K10112,multiple sugar transport system ATP-binding protein [EC:7.5.2.-],ORC,,novel,R+1,1,29.045192047921432,26.16072652220063,-26.16072652220063,-42.89521863297779,both-elevated,False,,idiosyncratic,26.16072652220063,0,extreme,down,0.0,incomplete,,0.0
106,47,microbial,K04517,prephenate dehydrogenase [EC:1.3.1.12],ORC,,novel,R+1,1,22.25044754938893,21.745651550702163,-21.745651550702163,-185.56622131790886,both-elevated,True,unstable-ci,concordant,26.094781860842595,0,extreme,down,0.0,incomplete,,0.0
107,48,microbial,K08316,16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171],ORC,,novel,R+82,82,30.148817953942135,25.838376604308426,-25.838376604308426,-21.131185256017694,both-elevated,False,,idiosyncratic,25.838376604308426,0,extreme,down,0.0,incomplete,,
108,49,microbial,K00917,tagatose 6-phosphate kinase [EC:2.7.1.144],ORC,,novel,R+1,1,33.198190634159126,32.05381915706366,-32.05381915706366,-354.1951499476574,both-elevated,True,unstable-ci,ambiguous,25.643055325650927,0,extreme,down,0.0,incomplete,,0.0
109,59,microbial,K23987,"dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]",NAC,,novel,R+1,1,33.90157606978213,32.02964498146514,-32.02964498146514,-151.53041874922914,both-elevated,True,unstable-ci,ambiguous,25.62371598517211,0,extreme,down,0.0,incomplete,,0.0
110,50,microbial,K18189,translational activator of cytochrome c oxidase 1,ORC,,novel,R+82,82,25.95596509494668,25.187913510393617,-25.187913510393617,-162.4069156884248,both-elevated,True,unstable-ci,idiosyncratic,25.187913510393617,0,extreme,down,0.0,incomplete,,
111,60,microbial,K03076,preprotein translocase subunit SecY,NAC,,novel,R+1,1,24.34850461713289,20.9683997960702,-20.9683997960702,-22.804525355081743,both-elevated,False,,concordant,25.162079755284235,0,extreme,down,0.0,incomplete,,0.1878401692414273
112,51,microbial,K07313,serine/threonine protein phosphatase 1 [EC:3.1.3.16],ORC,,novel,R+1,1,36.07246030205679,31.363344875741312,-31.363344875741312,-36.13008262053782,both-elevated,False,,ambiguous,25.09067590059305,0,extreme,down,0.0,incomplete,,0.0
113,52,microbial,K20590,gentamicin A2 dehydrogenase [EC:1.1.1.-],ORC,,novel,R+1,1,25.537204277342017,24.95715474625262,-24.95715474625262,-45917.09938376761,both-elevated,True,unstable-ci,idiosyncratic,24.95715474625262,0,extreme,down,0.0,incomplete,,0.0
114,61,microbial,K18851,diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122],NAC,,novel,R+1,1,33.90902917432626,31.14341098134054,-31.14341098134054,-81.38643199836807,both-elevated,False,,ambiguous,24.91472878507243,0,extreme,down,0.0,incomplete,,0.2202289560442073
115,62,microbial,K07729,putative transcriptional regulator,NAC,,novel,R+1,1,33.903308054543764,30.967050605975043,-30.967050605975043,-73.88523380428519,both-elevated,False,,ambiguous,24.773640484780035,0,extreme,down,0.0,incomplete,,0.2790206478108771
116,63,microbial,K25307,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],NAC,,novel,R+1,1,33.84969230599319,30.95885959948826,-30.95885959948826,-75.49152390843727,both-elevated,False,,ambiguous,24.76708767959061,0,extreme,down,0.0,incomplete,,0.277626046810754
117,53,microbial,K08483,phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9],ORC,,novel,R+82,82,23.505564746831467,20.608126666700553,-20.608126666700553,-30.027191846479088,both-elevated,False,,concordant,24.729752000040666,0,extreme,down,0.0,incomplete,,
118,64,microbial,K00526,ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],NAC,,novel,R+1,1,35.82881296638703,30.857474428387047,-30.857474428387047,-29.78606617936967,both-elevated,False,,ambiguous,24.68597954270964,0,extreme,down,0.0293288304000156,incomplete,,0.2027774086619597
119,54,microbial,K03525,type III pantothenate kinase [EC:2.7.1.33],ORC,,novel,R+1,1,27.235643559833232,24.67952636996073,-24.67952636996073,-43.72103861413583,both-elevated,False,,idiosyncratic,24.67952636996073,0,extreme,down,0.0,incomplete,,0.0
120,65,microbial,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",NAC,,novel,R+1,1,22.591585026059235,20.417664052091567,-20.417664052091567,-47.208794441359274,both-elevated,False,,concordant,24.50119686250988,0,extreme,down,0.0312064959042198,incomplete,,0.1647334098696587
121,66,microbial,K14047,"fusicocca-2,10(14)-diene synthase [EC:4.2.3.43]",NAC,,novel,R+1,1,33.92965817431307,30.626124286499344,-30.626124286499344,-60.94064572096778,both-elevated,False,,ambiguous,24.50089942919948,0,extreme,down,0.0,incomplete,,0.309514627649548
122,67,microbial,K02030,polar amino acid transport system substrate-binding protein,NAC,,novel,R+1,1,35.048220404419645,30.57503568505012,-30.57503568505012,-37.31854963154781,both-elevated,False,,ambiguous,24.460028548040096,0,extreme,down,0.0,incomplete,,0.2902254748230347
123,55,microbial,K02945,small subunit ribosomal protein S1,ORC,,novel,R+82,82,25.923653580774292,24.14336587773432,-24.14336587773432,-91.81256009417058,both-elevated,False,,idiosyncratic,24.14336587773432,0,extreme,down,0.0163511725187194,incomplete,,
124,68,microbial,K07113,UPF0716 protein FxsA,NAC,,novel,R+1,1,33.56547289805074,30.128398723160632,-30.128398723160632,-47.027375086327666,both-elevated,False,,ambiguous,24.102718978528507,0,extreme,down,0.0,incomplete,,0.0
125,69,microbial,K07574,RNA-binding protein,NAC,,novel,R+1,1,33.918450792245636,30.0962350750785,-30.0962350750785,-40.92531080598344,both-elevated,False,,ambiguous,24.076988060062803,0,extreme,down,0.0,incomplete,,0.0
126,70,microbial,K06287,nucleoside triphosphate pyrophosphatase [EC:3.6.1.-],NAC,,novel,R+1,1,30.96964395901437,29.95095202222492,-29.95095202222492,-398.66087525909126,both-elevated,True,unstable-ci,ambiguous,23.960761617779937,0,extreme,down,0.0,incomplete,,0.2875205953598407
127,56,microbial,K01271,Xaa-Pro dipeptidase [EC:3.4.13.9],ORC,,novel,R+1,1,22.48842879139003,19.935935880233245,-19.935935880233245,-27.65235862593288,both-elevated,False,,concordant,23.923123056279895,0,extreme,down,0.0,incomplete,,0.0
128,71,microbial,K00970,poly(A) polymerase [EC:2.7.7.19],NAC,,novel,R+1,1,34.57588093460505,29.883289915995658,-29.883289915995658,-28.75502345494864,both-elevated,False,,ambiguous,23.90663193279653,0,extreme,down,0.0,incomplete,,0.2871947597576012
129,72,microbial,K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],NAC,,novel,R+1,1,34.33820147875171,29.49402587499518,-29.49402587499518,-26.725439574997033,both-elevated,False,,ambiguous,23.595220699996148,0,extreme,down,0.0,incomplete,,0.2624676947337899
130,57,microbial,K02549,o-succinylbenzoate synthase [EC:4.2.1.113],ORC,,novel,R+1,1,22.252519667425116,19.662246404714317,-19.662246404714317,-26.30126293474041,both-elevated,False,,concordant,23.59469568565718,0,extreme,down,0.0,incomplete,,0.0
131,73,microbial,K21688,resuscitation-promoting factor RpfB,NAC,,novel,R+1,1,21.932089386287767,19.50843530253296,-19.50843530253296,-35.818884938036405,both-elevated,False,,concordant,23.41012236303955,0,extreme,down,0.0,incomplete,,0.1576538854534799
132,74,microbial,K18446,triphosphatase [EC:3.6.1.25],NAC,,novel,R+1,1,33.8319187171799,29.238636951584564,-29.238636951584564,-30.819073374055606,both-elevated,False,,ambiguous,23.39090956126765,0,extreme,down,0.0,incomplete,,0.0
133,75,microbial,K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],NAC,,novel,R+1,1,30.288897774216384,29.229319219804182,-29.229319219804182,-347.10376818273795,both-elevated,True,unstable-ci,ambiguous,23.383455375843347,0,extreme,down,0.0,incomplete,,0.2432456772648188
134,76,microbial,K07497,putative transposase,NAC,,novel,R+1,1,22.48883655020829,19.48354977604584,-19.48354977604584,-20.614881399241757,both-elevated,False,,concordant,23.38025973125501,0,extreme,down,0.054801767666506,incomplete,,0.1674252989515821
135,58,microbial,K03584,DNA repair protein RecO (recombination protein O),ORC,,novel,R+1,1,21.109099176984113,19.47873576720316,-19.47873576720316,-67.96820993256836,both-elevated,False,,concordant,23.374482920643793,0,extreme,down,0.0,incomplete,,0.0
136,77,microbial,K02362,enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-],NAC,,novel,R+1,1,30.62446120207332,29.010419928580475,-29.010419928580475,-156.17423471162422,both-elevated,True,unstable-ci,ambiguous,23.20833594286438,0,extreme,down,0.0,incomplete,,0.1972859665237102
137,78,microbial,K02988,small subunit ribosomal protein S5,NAC,,novel,R+1,1,33.64182238680474,29.00156925180952,-29.00156925180952,-26.77545661162453,both-elevated,False,,ambiguous,23.201255401447614,0,extreme,down,0.0,incomplete,,0.2661809209896496
138,59,microbial,K06198,competence protein CoiA,ORC,,novel,R+1,1,26.952613280154015,23.080185416573425,-23.080185416573425,-20.98909380771774,both-elevated,False,,idiosyncratic,23.080185416573425,0,extreme,down,0.0,incomplete,,0.0
139,79,microbial,K23185,ferric enterobactin transport system substrate-binding protein,NAC,,novel,R+1,1,33.01806825764658,28.73827862400872,-28.73827862400872,-34.32167280701494,both-elevated,False,,ambiguous,22.990622899206976,0,extreme,down,0.0,incomplete,,0.0
140,80,microbial,K03724,ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-],NAC,,novel,R+1,1,28.921635454864997,28.699830904512034,-28.699830904512034,-735.1250602677208,both-elevated,True,unstable-ci,ambiguous,22.959864723609627,0,extreme,down,0.0,slow,45.0,0.0
141,60,microbial,K03763,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]",ORC,,novel,R+1,1,24.038060748411883,22.8933213510587,-22.8933213510587,-89.2533455737641,both-elevated,False,,idiosyncratic,22.8933213510587,0,extreme,down,0.0,incomplete,,0.0
142,61,microbial,K00364,GMP reductase [EC:1.7.1.7],ORC,,novel,R+1,1,26.303280599997624,22.744927553925702,-22.744927553925702,-25.95035647903252,both-elevated,False,,idiosyncratic,22.744927553925702,0,extreme,down,0.0,incomplete,,0.0
143,62,microbial,K01223,6-phospho-beta-glucosidase [EC:3.2.1.86],ORC,,novel,R+1,1,22.837714557030377,22.70974852971912,-22.70974852971912,-802.4064121252084,both-elevated,True,unstable-ci,idiosyncratic,22.70974852971912,0,extreme,down,0.0,incomplete,,0.0
144,63,microbial,K18682,ribonucrease Y [EC:3.1.-.-],ORC,,novel,R+1,1,21.516495779247567,18.790765428137732,-18.790765428137732,-22.054843466973626,both-elevated,False,,concordant,22.548918513765276,0,extreme,down,0.0,incomplete,,0.0
145,81,microbial,K01129,dGTPase [EC:3.1.5.1],NAC,,novel,R+1,1,31.025524001782287,28.17934350352773,-28.17934350352773,-63.076096479416115,both-elevated,False,,ambiguous,22.543474802822185,0,extreme,down,0.0,incomplete,,0.2061712960991614
146,82,microbial,K15521,D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250],NAC,,novel,R+1,1,31.20176748799301,28.01251876160037,-28.01251876160037,-44.00601782224486,both-elevated,False,,ambiguous,22.410015009280297,0,extreme,down,0.0,incomplete,,0.221305507868954
147,83,microbial,K00931,glutamate 5-kinase [EC:2.7.2.11],NAC,,novel,R+1,1,32.653297217108765,27.9990382698395,-27.9990382698395,-22.534047153576953,both-elevated,False,,ambiguous,22.3992306158716,0,extreme,down,0.0,incomplete,,0.2205722926940283
148,84,microbial,K06177,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29],NAC,,novel,R+1,1,31.22771655955458,27.84626588257506,-27.84626588257506,-47.530284695405385,both-elevated,False,,ambiguous,22.27701270606005,0,extreme,down,0.0593058373757539,incomplete,,0.1361974655925482
149,85,microbial,K07164,uncharacterized protein,NAC,,novel,R+1,1,31.923890126075975,27.48878076257768,-27.48878076257768,-27.314387895908045,both-elevated,False,,ambiguous,21.991024610062144,0,extreme,down,0.0,incomplete,,0.2319765867175072
150,86,microbial,K00156,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],NAC,,novel,R+1,1,28.507621836490255,27.39550092440325,-27.39550092440325,-131.61939949493248,both-elevated,True,unstable-ci,ambiguous,21.9164007395226,0,extreme,down,0.0,incomplete,,0.2652334751362307
151,87,microbial,K03501,16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170],NAC,,novel,R+1,1,20.740925228375033,18.241618410231073,-18.241618410231073,-29.052289436828843,both-elevated,False,,concordant,21.889942092277288,0,extreme,down,0.0232764745699518,incomplete,,0.1338202020755031
152,64,microbial,K23675,riboflavin transporter,ORC,,novel,R+1,1,23.8534048321234,21.880017878160547,-21.880017878160547,-45.65774047851571,both-elevated,False,,idiosyncratic,21.880017878160547,0,extreme,down,0.0,incomplete,,0.0
153,88,microbial,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],NAC,,novel,R+1,1,20.383758236019037,18.085261161365032,-18.085261161365032,-32.923708219234875,both-elevated,False,,concordant,21.70231339363804,0,extreme,down,0.0,incomplete,,0.1360949220332943
154,89,microbial,K16652,decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333],NAC,,novel,R+1,1,31.285839605409866,26.985010039617713,-26.985010039617713,-25.455685368914196,both-elevated,False,,ambiguous,21.588008031694173,0,extreme,down,0.0,incomplete,,0.1420714648369229
155,90,microbial,K16029,ansamitocin polyketide synthase A,NAC,,novel,R+1,1,19.279701712381105,17.95814741903174,-17.95814741903174,-83.2624060332982,both-elevated,True,unstable-ci,concordant,21.549776902838087,0,extreme,down,0.0,incomplete,,0.1825881883030444
156,65,microbial,K00259,alanine dehydrogenase [EC:1.4.1.1],ORC,,novel,R+1,1,24.813837169248774,21.411062314919157,-21.411062314919157,-21.1015265816138,both-elevated,False,,idiosyncratic,21.411062314919157,0,extreme,down,0.0,incomplete,,0.0
157,91,microbial,K00435,hydrogen peroxide-dependent heme synthase [EC:1.3.98.5],NAC,,novel,R+1,1,28.845681241140113,26.69892220411389,-26.69892220411389,-62.63901537533088,both-elevated,False,,ambiguous,21.359137763291116,0,extreme,down,0.0,incomplete,,0.1924757423786038
158,92,microbial,K03929,para-nitrobenzyl esterase [EC:3.1.1.-],NAC,,novel,R+1,1,28.656644507367933,26.645807117461914,-26.645807117461914,-66.97490271958249,both-elevated,False,,ambiguous,21.316645693969537,0,extreme,down,0.0,incomplete,,0.2063145359053116
159,93,microbial,K19461,EBV nuclear antigen 1,NAC,,novel,R+1,1,30.208392094395062,26.37721786097918,-26.37721786097918,-33.76206947507666,both-elevated,False,,ambiguous,21.101774288783343,0,extreme,down,0.0,incomplete,,0.1992053143012115
160,94,microbial,K09747,nucleoid-associated protein EbfC,NAC,,novel,R+1,1,19.259549418990865,17.288243268214163,-17.288243268214163,-28.01352790259049,both-elevated,False,,concordant,20.745891921856995,0,extreme,down,0.0,incomplete,,0.1571320759566316
161,66,microbial,K01635,"tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]",ORC,,novel,R+1,1,19.01251003007813,17.26941187609117,-17.26941187609117,-47.205864027485624,both-elevated,False,,concordant,20.7232942513094,0,extreme,down,0.0,incomplete,,0.0
162,67,microbial,K07258,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],ORC,,novel,R+1,1,19.88912628484129,17.226707536287268,-17.226707536287268,-22.23267991450281,both-elevated,False,,concordant,20.67204904354472,0,extreme,down,0.0,incomplete,,0.0
163,68,microbial,K02823,dihydroorotate dehydrogenase electron transfer subunit,ORC,,novel,R+1,1,19.34218029824251,17.196625108961364,-17.196625108961364,-32.99974894798483,both-elevated,False,,concordant,20.635950130753635,0,extreme,down,0.0,incomplete,,0.0
164,69,microbial,K16785,energy-coupling factor transport system permease protein,ORC,,novel,R+1,1,18.76365626847459,17.172911202192562,-17.172911202192562,-35.29556135408759,both-elevated,False,,concordant,20.607493442631075,0,extreme,down,0.0,incomplete,,0.0442049073389848
165,95,microbial,K00865,glycerate 2-kinase [EC:2.7.1.165],NAC,,novel,R+82,82,29.73755324680294,25.743584566742623,-25.743584566742623,-25.927401646974197,both-elevated,False,,ambiguous,20.5948676533941,0,extreme,down,0.0551904060217142,incomplete,,
166,96,microbial,K07816,GTP pyrophosphokinase [EC:2.7.6.5],NAC,,novel,R+1,1,21.11599852245169,20.53562946520641,-20.53562946520641,-143.8831524872635,both-elevated,True,unstable-ci,idiosyncratic,20.53562946520641,0,extreme,down,0.0,incomplete,,0.0
167,97,microbial,K16647,arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47],NAC,,novel,R+1,1,29.29085644770115,25.66643682726134,-25.66643682726134,-30.37078819334415,both-elevated,False,,ambiguous,20.53314946180907,0,extreme,down,0.0,incomplete,,0.0
168,70,microbial,K10966,toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-],ORC,,novel,R+1,1,29.79431342862842,25.57850374074302,-25.57850374074302,-22.154379329050737,both-elevated,False,,ambiguous,20.46280299259442,0,extreme,down,0.0,incomplete,,0.0
169,71,microbial,K03977,GTPase,ORC,,novel,R+82,82,22.38907758941781,20.430712564279705,-20.430712564279705,-55.76469025476666,both-elevated,False,,idiosyncratic,20.430712564279705,0,extreme,down,0.0,incomplete,,
170,98,microbial,K06024,segregation and condensation protein B,NAC,,novel,R+1,1,27.60196145266207,25.460311308701172,-25.460311308701172,-77.19817135975762,both-elevated,False,,ambiguous,20.36824904696094,0,extreme,down,0.0,incomplete,,0.1941103894382778
171,72,microbial,K06131,cardiolipin synthase A/B [EC:2.7.8.-],ORC,,novel,R+1,1,23.173945903350493,20.057506991400636,-20.057506991400636,-24.20264516300437,both-elevated,False,,idiosyncratic,20.057506991400636,0,extreme,down,0.0,incomplete,,0.0
172,99,microbial,K08586,thiol protease [EC:3.4.22.-],NAC,,novel,R+1,1,28.734490390113795,24.97911762381076,-24.97911762381076,-30.28218333497598,both-elevated,False,,ambiguous,19.983294099048607,0,extreme,down,0.0,incomplete,,0.2690106709515024
173,100,microbial,K02939,large subunit ribosomal protein L9,NAC,,novel,R+1,1,26.670339511547255,24.962737987684363,-24.962737987684363,-105.04909517851617,both-elevated,False,,ambiguous,19.970190390147497,0,extreme,down,0.0381650514821485,incomplete,,0.1692957282390938
174,73,microbial,K09908,uncharacterized protein,ORC,,novel,R+1,1,28.3222749300626,24.747334404664667,-24.747334404664667,-32.52529564689827,both-elevated,False,,ambiguous,19.797867523731735,0,extreme,down,0.0,incomplete,,0.0
